42.555295,-6.599186,361.551,2019-04-27T06:00:15Z
42.555277,-6.599125,361.501,2019-04-27T06:00:32Z
42.555252,-6.599099,368.311,2019-04-27T06:00:39Z
42.555225,-6.599130,375.508,2019-04-27T06:00:40Z
42.555202,-6.599177,420.298,2019-04-27T06:00:48Z
42.555198,-6.599186,424.580,2019-04-27T06:00:49Z
42.555198,-6.599190,429.382,2019-04-27T06:00:50Z
42.555192,-6.599201,433.284,2019-04-27T06:00:51Z
42.555191,-6.599206,437.033,2019-04-27T06:00:52Z
42.555182,-6.599221,440.943,2019-04-27T06:00:53Z
42.555176,-6.599234,444.798,2019-04-27T06:00:54Z
42.555172,-6.599240,448.163,2019-04-27T06:00:55Z
42.555168,-6.599246,451.023,2019-04-27T06:00:56Z
42.555161,-6.599277,466.383,2019-04-27T06:01:01Z
42.555161,-6.599282,466.311,2019-04-27T06:01:02Z
42.555156,-6.599290,470.708,2019-04-27T06:01:04Z
42.555153,-6.599295,476.415,2019-04-27T06:01:06Z
42.555151,-6.599295,476.467,2019-04-27T06:01:07Z
42.555146,-6.599294,479.879,2019-04-27T06:01:09Z
42.555144,-6.599296,484.651,2019-04-27T06:01:11Z
42.555144,-6.599297,486.040,2019-04-27T06:01:13Z
42.555143,-6.599299,491.350,2019-04-27T06:01:16Z
42.555143,-6.599302,491.355,2019-04-27T06:01:17Z
42.555143,-6.599304,494.710,2019-04-27T06:01:20Z
42.555142,-6.599309,498.131,2019-04-27T06:01:23Z
42.555143,-6.599313,501.461,2019-04-27T06:01:27Z
42.555143,-6.599320,504.807,2019-04-27T06:01:31Z
42.555150,-6.599320,508.108,2019-04-27T06:01:39Z
42.555155,-6.599312,511.586,2019-04-27T06:01:47Z
42.555158,-6.599303,514.448,2019-04-27T06:01:58Z
42.555147,-6.599316,517.870,2019-04-27T06:02:16Z
42.555144,-6.599316,519.762,2019-04-27T06:02:36Z
42.555154,-6.599326,520.661,2019-04-27T06:03:03Z
42.555155,-6.599326,520.651,2019-04-27T06:03:32Z
42.555145,-6.599319,520.626,2019-04-27T06:04:04Z
42.555156,-6.599317,520.641,2019-04-27T06:04:22Z
42.555165,-6.599312,520.621,2019-04-27T06:04:59Z
42.555145,-6.599313,520.641,2019-04-27T06:05:23Z
42.555138,-6.599338,521.105,2019-04-27T06:05:53Z
42.555140,-6.599320,521.108,2019-04-27T06:06:20Z
42.555144,-6.599325,521.115,2019-04-27T06:06:48Z
42.555133,-6.599315,521.147,2019-04-27T06:07:12Z
42.555147,-6.599335,521.139,2019-04-27T06:07:35Z
42.555144,-6.599338,521.171,2019-04-27T06:08:11Z
42.555146,-6.599324,521.190,2019-04-27T06:08:40Z
42.555147,-6.599308,521.180,2019-04-27T06:09:01Z
42.555141,-6.599320,521.185,2019-04-27T06:09:32Z
42.555129,-6.599336,521.140,2019-04-27T06:09:53Z
42.555132,-6.599334,521.198,2019-04-27T06:10:32Z
42.555127,-6.599343,521.115,2019-04-27T06:11:11Z
42.555157,-6.599306,521.126,2019-04-27T06:11:40Z
42.555136,-6.599317,521.108,2019-04-27T06:12:07Z
42.555138,-6.599323,521.112,2019-04-27T06:12:29Z
42.555135,-6.599346,520.674,2019-04-27T06:13:04Z
42.555140,-6.599350,520.686,2019-04-27T06:13:27Z
42.555142,-6.599345,521.138,2019-04-27T06:14:00Z
42.555149,-6.599341,521.127,2019-04-27T06:14:38Z
42.555151,-6.599364,521.187,2019-04-27T06:15:07Z
42.555135,-6.599328,521.122,2019-04-27T06:15:35Z
42.555138,-6.599328,521.167,2019-04-27T06:16:03Z
42.555136,-6.599320,520.272,2019-04-27T06:16:29Z
42.555139,-6.599336,519.713,2019-04-27T06:16:56Z
42.555147,-6.599325,519.714,2019-04-27T06:17:20Z
42.555150,-6.599321,519.708,2019-04-27T06:17:50Z
42.555145,-6.599333,519.720,2019-04-27T06:18:17Z
42.555137,-6.599329,519.772,2019-04-27T06:18:44Z
42.555145,-6.599320,519.724,2019-04-27T06:19:07Z
42.555149,-6.599335,519.746,2019-04-27T06:19:30Z
42.555145,-6.599333,519.775,2019-04-27T06:19:56Z
42.555152,-6.599322,519.735,2019-04-27T06:20:27Z
42.555146,-6.599333,519.770,2019-04-27T06:20:56Z
42.555146,-6.599327,519.735,2019-04-27T06:21:18Z
42.555134,-6.599328,519.725,2019-04-27T06:21:44Z
42.555148,-6.599330,519.726,2019-04-27T06:22:05Z
42.555145,-6.599339,519.708,2019-04-27T06:22:25Z
42.555129,-6.599352,519.708,2019-04-27T06:23:11Z
42.555140,-6.599348,519.795,2019-04-27T06:23:36Z
42.555126,-6.599348,519.727,2019-04-27T06:24:04Z
42.555127,-6.599340,520.259,2019-04-27T06:24:37Z
42.555145,-6.599326,520.211,2019-04-27T06:25:06Z
42.555155,-6.599340,519.720,2019-04-27T06:25:38Z
42.555156,-6.599339,519.760,2019-04-27T06:26:09Z
42.555148,-6.599346,519.745,2019-04-27T06:26:38Z
42.555157,-6.599355,519.750,2019-04-27T06:27:10Z
42.555149,-6.599354,519.748,2019-04-27T06:27:34Z
42.555133,-6.599351,519.761,2019-04-27T06:28:03Z
42.555142,-6.599360,519.717,2019-04-27T06:28:36Z
42.555147,-6.599350,519.708,2019-04-27T06:29:12Z
42.555169,-6.599363,519.747,2019-04-27T06:29:40Z
42.555170,-6.599343,519.299,2019-04-27T06:30:20Z
42.555163,-6.599334,519.291,2019-04-27T06:30:57Z
42.555141,-6.599318,519.793,2019-04-27T06:31:23Z
42.555132,-6.599337,519.772,2019-04-27T06:31:51Z
42.555144,-6.599334,519.282,2019-04-27T06:32:15Z
42.555134,-6.599352,519.257,2019-04-27T06:32:42Z
42.555147,-6.599355,519.242,2019-04-27T06:33:07Z
42.555146,-6.599346,519.269,2019-04-27T06:33:38Z
42.555138,-6.599341,519.204,2019-04-27T06:34:04Z
42.555116,-6.599350,519.224,2019-04-27T06:34:36Z
42.555126,-6.599334,519.708,2019-04-27T06:35:11Z
42.555143,-6.599352,519.799,2019-04-27T06:35:48Z
42.555139,-6.599334,519.751,2019-04-27T06:36:07Z
42.555139,-6.599344,519.733,2019-04-27T06:36:47Z
42.555142,-6.599335,519.785,2019-04-27T06:37:20Z
42.555138,-6.599346,519.734,2019-04-27T06:38:02Z
42.555132,-6.599333,519.774,2019-04-27T06:38:29Z
42.555133,-6.599335,519.789,2019-04-27T06:38:49Z
42.555142,-6.599345,519.774,2019-04-27T06:39:16Z
42.555139,-6.599334,519.744,2019-04-27T06:39:42Z
42.555133,-6.599337,519.705,2019-04-27T06:40:02Z
42.555133,-6.599335,519.715,2019-04-27T06:40:19Z
42.555127,-6.599340,519.708,2019-04-27T06:40:45Z
42.555127,-6.599347,519.757,2019-04-27T06:41:12Z
42.555138,-6.599332,519.729,2019-04-27T06:41:39Z
42.555146,-6.599342,519.721,2019-04-27T06:42:06Z
42.555148,-6.599331,519.773,2019-04-27T06:42:27Z
42.555149,-6.599339,519.732,2019-04-27T06:43:03Z
42.555162,-6.599337,519.752,2019-04-27T06:43:30Z
42.555137,-6.599319,519.727,2019-04-27T06:44:01Z
42.555130,-6.599333,519.712,2019-04-27T06:44:28Z
42.555132,-6.599330,519.773,2019-04-27T06:44:49Z
42.555143,-6.599306,519.785,2019-04-27T06:45:08Z
42.555141,-6.599308,519.713,2019-04-27T06:45:33Z
42.555137,-6.599353,519.708,2019-04-27T06:45:57Z
42.555121,-6.599345,519.790,2019-04-27T06:46:10Z
42.554865,-6.599171,519.772,2019-04-27T06:46:26Z
42.554698,-6.599119,519.764,2019-04-27T06:46:40Z
42.554611,-6.599154,519.786,2019-04-27T06:46:55Z
42.554603,-6.599148,519.755,2019-04-27T06:47:04Z
42.554551,-6.599190,519.795,2019-04-27T06:47:08Z
42.554396,-6.599483,520.270,2019-04-27T06:47:24Z
42.554409,-6.599764,520.275,2019-04-27T06:47:42Z
